Cust_ID,Target, Age ,Gender, Balance ,Occupation,No_OF_CR_TXNS,AGE_BKT
C570,0,27,M,504.69,SELF-EMP,38,26-30
C571,0,29,M,116519.6,SELF-EMP,0,26-30
C572,0,42,M,2053.66,SAL,42,41-45
C573,0,25,M,1010.64,PROF,25,<25
C574,0,36,M,2582.72,PROF,2,36-40
C575,0,41,M,410.82,SAL,14,41-45
C576,0,39,M,4089.3,SAL,28,36-40
C577,0,51,M,22536.65,PROF,13,>50
C578,0,48,M,14924.01,SELF-EMP,31,46-50
C579,0,37,M,707.44,PROF,37,36-40
C580,0,44,M,12691.28,SAL,43,41-45
C581,0,41,M,3373.31,SAL,18,41-45
C582,0,35,M,1705.89,SAL,9,31-35
C583,0,34,M,4319.09,SAL,12,31-35
C584,0,48,M,13330.57,SELF-EMP,30,46-50
C585,0,36,M,5682.42,SAL,46,36-40
C586,0,37,M,2315.12,PROF,3,36-40
C587,0,42,M,4936.43,SELF-EMP,32,41-45
C588,0,39,M,7544.06,SAL,23,36-40
C589,0,50,M,11606.63,PROF,12,46-50
C590,0,47,M,5120.64,SAL,22,46-50
C591,0,52,M,29571.89,SAL,18,>50
C592,0,40,M,3933.75,SELF-EMP,12,36-40
C593,0,48,M,2691.63,PROF,9,46-50
C594,0,45,M,4433.8,SAL,22,41-45
C595,1,44,M,2415.59,SELF-EMP,18,41-45
C596,0,50,M,19642.67,SAL,36,46-50
C597,0,54,M,7552.51,SAL,36,>50
C598,0,43,M,12075.2,PROF,23,41-45
C599,0,44,M,10941.51,SAL,14,41-45
C600,0,54,M,939.96,SAL,14,>50
C601,1,40,M,11807.7,PROF,18,36-40
C602,1,46,M,5612.73,SELF-EMP,24,46-50
C603,1,45,M,7666.07,SELF-EMP,36,41-45
C604,1,44,M,3917.24,SELF-EMP,37,41-45
C605,0,52,M,11895.41,SELF-EMP,21,>50
C606,0,41,M,3266.32,SAL,18,41-45
C607,0,31,M,458.26,SELF-EMP,10,31-35
C608,0,34,M,10504,SELF-EMP,26,31-35
C609,0,54,M,842.37,SAL,0,>50
C610,0,30,M,6168.2,SAL,14,26-30
C611,0,50,M,4743,SAL,21,46-50
C612,0,32,M,10868.31,PROF,12,31-35
C613,0,32,M,3018.08,SAL,19,31-35
C614,0,49,M,36872.78,SELF-EMP,48,46-50
C615,0,49,M,7022.45,SAL,21,46-50
C616,0,36,M,1771.2,SELF-EMP,6,36-40
C617,0,31,M,6526.95,SAL,39,31-35
C618,0,55,M,4284.69,SAL,6,>50
C619,0,40,M,6484.51,SAL,3,36-40
C620,0,50,M,2122.07,SAL,20,46-50
C621,0,47,M,25417.28,SAL,33,46-50
C622,0,50,M,7601.94,SAL,38,46-50
C623,0,47,M,670.2,SAL,7,46-50
C624,0,45,M,9947,SAL,29,41-45
C625,0,53,M,14195.97,SAL,41,>50
C626,0,36,M,4850.74,SAL,27,36-40
C627,0,55,M,40974.11,SAL,15,>50
C628,0,45,M,7575.6,PROF,31,41-45
C629,0,36,M,4872.62,PROF,12,36-40
C630,0,35,M,3745.58,SELF-EMP,13,31-35
C631,0,38,M,7053.22,SAL,23,36-40
C632,0,54,M,11893.17,PROF,44,>50
C633,0,45,M,4795.67,SAL,31,41-45
C634,1,40,F,292.84,SELF-EMP,11,36-40
C635,0,36,F,6640.1,SAL,34,36-40
C636,0,51,F,54949,SAL,22,>50
C637,0,34,F,824147.45,SAL,48,31-35
C638,0,32,F,46328.69,SAL,41,31-35
C639,0,37,F,16751.35,SAL,34,36-40
C640,1,28,F,11154.71,SELF-EMP,13,26-30
C641,1,35,F,2387.45,SAL,35,31-35
C642,1,42,F,6847.03,SAL,8,41-45
C643,1,45,F,16186.1,PROF,9,41-45
C644,0,49,F,1120.44,SAL,43,46-50
C645,0,52,M,7634.49,SELF-EMP,50,>50
C646,0,51,M,3050.39,SAL,17,>50
C647,0,40,M,3530.56,SAL,13,36-40
C648,0,53,M,1283.33,SAL,7,>50
C649,0,46,M,0,PROF,23,46-50
C650,0,35,M,0,SAL,33,31-35
C651,0,53,M,12063.88,PROF,32,>50
C652,0,46,M,8625.44,SELF-EMP,29,46-50
C653,0,39,M,1729.49,SELF-EMP,5,36-40
C654,0,31,M,1385.02,PROF,32,31-35
C655,0,55,M,10470.81,SAL,31,>50
C656,0,40,M,8721.19,SELF-EMP,33,36-40
C657,0,35,M,3768.66,SAL,50,31-35
C658,0,36,M,44756.53,SAL,40,36-40
C659,0,28,M,4803.97,SAL,13,26-30
C660,0,35,M,274176.71,SELF-EMP,37,31-35
C661,0,52,M,9760.44,SELF-EMP,18,>50
C662,0,33,M,201246.28,SAL,43,31-35
C663,0,47,M,30551.4,SELF-EMP,21,46-50
C664,0,44,M,9952.17,SAL,29,41-45
C665,0,46,M,8626.06,SELF-EMP,45,46-50
C666,0,38,M,6384.29,SAL,24,36-40
C667,0,54,M,17062.58,SAL,49,>50
C668,0,39,M,3783.66,SAL,3,36-40
C669,0,28,M,24326.68,SAL,0,26-30
C670,0,54,M,6447.96,PROF,21,>50
C671,0,36,M,2437.25,SAL,39,36-40
C672,0,49,M,9356.63,SAL,21,46-50
C673,0,44,M,934.06,SAL,2,41-45
C674,1,47,M,114843.59,SAL,10,46-50
C675,0,47,M,1581.9,SAL,30,46-50
C676,0,45,M,5985.47,PROF,42,41-45
C677,0,30,M,46451.58,PROF,30,26-30
C678,0,49,M,6336.24,PROF,38,46-50
C679,0,52,M,12085.28,PROF,32,>50
C680,0,53,M,7156.93,PROF,1,>50
C681,1,44,M,6777.17,PROF,13,41-45
C682,1,36,M,2651.72,SAL,26,36-40
C683,1,31,M,46864.25,SAL,8,31-35
C684,0,40,M,21410.29,SAL,6,36-40
C685,0,43,M,83742.89,PROF,34,41-45
C686,0,35,M,6949.98,PROF,13,31-35
C687,0,36,M,13659.4,SELF-EMP,37,36-40
C688,0,51,M,5430.57,SAL,2,>50
C689,0,31,M,136125.7,SAL,39,31-35
C690,0,24,M,0,PROF,49,<25
C691,0,33,M,39638.75,SAL,0,31-35
C692,0,37,M,920.72,SELF-EMP,7,36-40
C693,0,49,M,2080.07,SAL,40,46-50
C694,0,53,M,7031.68,PROF,21,>50
C695,0,43,M,6284.74,PROF,3,41-45
C696,0,50,M,190647.54,SAL,5,46-50
C697,0,43,M,4518.7,PROF,9,41-45
C698,0,50,M,7542.97,SAL,25,46-50
C699,0,42,M,5051.7,SELF-EMP,45,41-45
C700,0,52,M,10436.96,SELF-EMP,9,>50
C701,0,42,M,22491.76,PROF,50,41-45
C702,0,46,M,138774.04,SAL,2,46-50
C703,0,52,M,6719.62,SAL,38,>50
C704,0,46,M,14562.94,SAL,41,46-50
C705,0,54,M,197280.19,PROF,4,>50
C706,0,30,M,7316.52,SAL,36,26-30
C707,0,28,M,116796.11,SAL,34,26-30
C708,0,52,M,212.02,SAL,6,>50
C709,0,45,M,1438.42,SAL,31,41-45
C710,0,50,M,44705.36,PROF,0,46-50
C711,0,33,M,42672.93,PROF,19,31-35
C712,0,36,M,9624.26,SAL,45,36-40
C713,1,39,M,29858.96,SAL,12,36-40
C714,0,55,M,5182.45,PROF,38,>50
C715,0,44,M,17854.74,SAL,32,41-45
C716,0,40,M,216643.64,SAL,20,36-40
C717,0,55,M,4194.62,SAL,46,>50
C718,0,48,M,31453.14,PROF,10,46-50
C719,1,45,M,1997.2,SAL,30,41-45
C720,1,44,M,1917.97,PROF,11,41-45
C721,1,36,M,21115.98,SAL,13,36-40
C722,1,33,M,11981.49,SAL,27,31-35
C723,0,43,M,4231.84,SAL,16,41-45
C724,0,36,M,6684.79,SELF-EMP,22,36-40
C725,0,45,M,6759.53,SAL,44,41-45
C726,0,42,M,1780.68,PROF,34,41-45
C727,0,51,M,6545.79,PROF,46,>50
C728,0,42,M,57249.42,SELF-EMP,40,41-45
C729,0,34,M,31221.83,SAL,35,31-35
C730,0,44,M,848.46,PROF,12,41-45
C731,0,55,M,13964.62,PROF,14,>50
C732,0,41,M,10566.08,SAL,40,41-45
C733,0,51,M,37970.99,SAL,43,>50
C734,0,35,M,68011.42,SAL,27,31-35
C735,0,55,M,11534.62,SAL,25,>50
C736,0,36,M,6477.41,PROF,21,36-40
C737,0,49,M,7711.6,SAL,41,46-50
C738,0,47,M,10301.71,SAL,19,46-50
C739,0,53,M,21110.13,SAL,13,>50
C740,0,45,M,6300.82,SELF-EMP,45,41-45
C741,0,42,M,6955.27,SAL,1,41-45
C742,0,42,M,6449.21,SAL,12,41-45
C743,0,40,M,122408.67,SAL,45,36-40
C744,0,49,M,137657.03,PROF,14,46-50
C745,0,43,M,1390.14,PROF,18,41-45
C746,0,45,M,11652.37,SAL,22,41-45
C747,0,52,M,6422.19,SAL,8,>50
C748,0,38,M,9158.51,PROF,50,36-40
C749,0,42,M,12520.05,SAL,44,41-45
C750,0,50,M,18845.12,SELF-EMP,16,46-50
C751,0,47,M,111403.02,SELF-EMP,4,46-50
C752,1,43,M,48566.51,SAL,27,41-45
C753,0,38,M,3359.56,SAL,42,36-40
C754,0,53,M,3549.16,SELF-EMP,48,>50
C755,0,37,M,3577.66,SELF-EMP,7,36-40
C756,0,28,M,16454.23,SAL,14,26-30
C757,0,51,M,23729.43,SAL,36,>50
C758,1,43,F,19527,PROF,14,41-45
C759,1,43,F,9117.99,SAL,18,41-45
C760,1,44,F,10085.16,SELF-EMP,19,41-45
C761,1,43,F,501.15,SELF-EMP,37,41-45
C762,0,35,M,2077.96,SELF-EMP,15,31-35
C763,0,53,M,11108.14,SAL,20,>50
C764,0,43,M,20227.46,SAL,15,41-45
C765,0,39,M,21522.21,SELF-EMP,17,36-40
C766,0,52,M,4063.64,SAL,10,>50
C767,0,35,M,12278.45,SELF-EMP,3,31-35
C768,0,50,M,29662.03,SAL,32,46-50
C769,0,52,M,848.38,SAL,15,>50
C770,0,39,M,129929.29,SAL,4,36-40
C771,0,31,M,6332.85,SELF-EMP,45,31-35
C772,0,41,M,2982.72,PROF,38,41-45
C773,0,25,M,131816.52,SAL,21,<25
C774,0,29,M,112298.36,SAL,35,26-30
C775,0,27,M,181863.73,SAL,9,26-30
C776,0,29,M,212495.44,SELF-EMP,31,26-30
C777,0,23,M,118942.91,SAL,26,<25
C778,0,44,M,29066.89,SAL,9,41-45
C779,0,35,M,2696.78,SAL,11,31-35
C780,0,48,M,21822.53,SAL,34,46-50
C781,0,38,M,11763.57,SAL,43,36-40
C782,0,50,M,105635.27,SAL,25,46-50
C783,0,43,M,7687.21,SAL,35,41-45
C784,0,35,M,20040.65,PROF,33,31-35
C785,0,34,M,7048.5,SAL,17,31-35
C786,0,44,M,18223.44,PROF,48,41-45
C787,0,32,M,7020.02,PROF,35,31-35
C788,0,53,M,156.53,SAL,16,>50
C789,0,47,M,6511.05,SAL,3,46-50
C790,0,54,M,93865.1,SAL,25,>50
C791,0,52,M,19321.37,SELF-EMP,40,>50
C792,1,33,M,10127.37,SAL,15,31-35
C793,0,36,M,416301.32,PROF,26,36-40
C794,0,36,M,66413.81,SELF-EMP,50,36-40
C795,0,55,M,21451.71,SAL,20,>50
C796,0,32,M,12905.27,SAL,35,31-35
C797,0,45,M,228204.17,SAL,48,41-45
C798,1,34,M,58771.01,SAL,8,31-35
C799,1,52,M,7402.97,SELF-EMP,13,>50
C800,1,51,M,18138.79,SELF-EMP,15,>50
C801,1,50,M,22704.62,SELF-EMP,14,46-50
C802,0,54,M,16096.48,SAL,20,>50
C803,0,43,M,6825.6,SELF-EMP,2,41-45
C804,0,40,M,1902.3,SAL,5,36-40
C805,0,49,M,28645.74,SAL,8,46-50
C806,0,43,M,61010.23,SAL,36,41-45
C807,0,53,M,17041.45,SAL,3,>50
C808,0,46,M,41523.4,SELF-EMP,10,46-50
C809,0,45,M,36551.19,SAL,9,41-45
C810,0,54,M,13739.36,SAL,29,>50
C811,0,53,M,17300.08,SAL,10,>50
C812,0,33,M,17044.11,SELF-EMP,5,31-35
C813,0,47,M,8777.81,PROF,14,46-50
C814,0,41,M,24225.78,SELF-EMP,11,41-45
C815,0,50,M,6227.02,SELF-EMP,31,46-50
C816,0,44,M,11798.96,SAL,36,41-45
C817,0,31,M,10212.98,SAL,22,31-35
C818,0,52,M,1473.47,SAL,11,>50
C819,0,36,M,6427.65,SAL,20,36-40
C820,0,45,M,0,SAL,28,41-45
C821,0,27,M,9405.68,PROF,7,26-30
C822,0,51,M,16815.2,SAL,6,>50
C823,0,52,M,17368.98,SAL,17,>50
C824,0,33,M,79626.25,SELF-EMP,2,31-35
C825,0,50,M,6455.78,PROF,38,46-50
C826,0,29,M,30160.53,SELF-EMP,26,26-30
C827,0,42,M,135173.33,SELF-EMP,40,41-45
C828,0,37,M,24974.05,SELF-EMP,43,36-40
C829,0,41,M,11182.67,SELF-EMP,50,41-45
C830,0,45,M,21555.76,PROF,15,41-45
C831,0,52,M,8002.19,PROF,41,>50
C832,1,31,M,3427.79,PROF,35,31-35
C833,0,46,M,23154.06,PROF,33,46-50
C834,0,34,M,20890.95,SELF-EMP,18,31-35
C835,0,43,M,8625.76,SELF-EMP,19,41-45
C836,0,49,M,8884.73,SELF-EMP,11,46-50
C837,0,35,M,10980.53,SELF-EMP,38,31-35
C838,1,50,M,21779.24,SELF-EMP,18,46-50
C839,1,43,M,7420.14,SELF-EMP,27,41-45
C840,1,34,M,22082.64,SELF-EMP,38,31-35
C841,1,44,M,10835.14,SENP,15,41-45
C842,0,53,M,169832.85,SENP,3,>50
C843,0,48,M,7302.06,SENP,10,46-50
C844,0,48,M,13320.13,SENP,40,46-50
C845,0,39,M,28091.35,SENP,36,36-40
C846,0,38,M,21086.59,SENP,11,36-40
C847,0,50,M,8722,SAL,48,46-50
C848,0,44,M,31751.07,SAL,32,41-45
C849,0,39,M,38551.47,SAL,37,36-40
C850,0,41,M,4634.12,SAL,38,41-45
C851,0,48,M,201285.17,PROF,10,46-50
C852,0,25,M,8998.71,PROF,34,<25
C853,0,47,M,19076.84,PROF,41,46-50
C854,0,53,M,57892.06,PROF,22,>50
C855,0,54,M,48535.12,SENP,39,>50
C856,0,48,M,10061.3,SENP,35,46-50
C857,0,29,M,22363.28,SENP,32,26-30
C858,0,37,M,7462.15,SENP,13,36-40
C859,0,49,M,69799.17,SENP,46,46-50
C860,0,37,M,13053.9,SENP,32,36-40
C861,0,49,M,21442.7,SENP,45,46-50
C862,0,41,M,9495.79,PROF,3,41-45
C863,0,34,M,514.73,PROF,29,31-35
C864,0,31,M,14577.28,PROF,17,31-35
C865,0,23,M,706649.94,PROF,48,<25
C866,0,55,M,11900.24,SENP,10,>50
C867,0,53,M,38823.72,SENP,16,>50
C868,0,55,M,34835.37,SENP,34,>50
C869,0,43,M,3967.92,SENP,49,41-45
C870,0,26,M,6958.25,SENP,25,26-30
C871,0,21,M,167491.8,SAL,27,<25
C872,1,27,M,28324.85,SAL,11,26-30
C873,0,38,M,88436.46,SAL,34,36-40
C874,0,41,M,8868.96,SENP,20,41-45
C875,0,27,F,108467.01,PROF,39,26-30
C876,0,49,F,24813.67,PROF,13,46-50
C877,0,55,F,510.18,SAL,3,>50
C878,1,41,F,23911.41,SAL,9,41-45
C879,1,24,F,272552.94,SAL,23,<25
C880,1,51,F,2916.26,SAL,16,>50
C881,1,44,F,3289.97,SENP,33,41-45
C882,0,52,F,10329.95,SAL,31,>50
C883,0,38,F,36702.64,SAL,3,36-40
C884,0,29,F,7415.57,SAL,9,26-30
C885,0,31,M,7093.23,SENP,38,31-35
C886,0,31,M,15519.93,PROF,27,31-35
C887,0,37,M,91019.22,SAL,49,36-40
C888,0,45,M,107889.52,SENP,22,41-45
C889,0,43,M,30119.28,SAL,19,41-45
C890,0,21,M,7194.83,PROF,8,<25
C891,0,33,M,65510.89,SAL,35,31-35
C892,0,34,M,4204.67,PROF,47,31-35
C893,0,36,M,6662.2,SAL,46,36-40
C894,0,27,M,30682.11,SAL,24,26-30
C895,0,25,M,54835.86,SAL,17,<25
C896,0,25,M,242757.67,PROF,25,<25
C897,0,31,M,218269.3,SAL,16,31-35
C898,0,29,M,3463.01,SAL,48,26-30
C899,0,37,M,13096.31,SAL,8,36-40
C900,0,52,M,161937,SENP,25,>50
C901,0,48,M,4795.68,PROF,43,46-50
C902,0,47,M,3452.84,SAL,43,46-50
C903,0,43,M,12409.08,PROF,30,41-45
C904,0,55,M,645672.61,PROF,19,>50
C905,0,50,M,33929.66,SAL,31,46-50
C906,0,25,M,93784.79,SAL,13,<25
C907,0,35,M,14446.62,SAL,26,31-35
C908,0,51,M,18367.95,SAL,34,>50
C909,0,28,M,4107.54,PROF,19,26-30
C910,0,34,M,1039.81,SAL,39,31-35
C911,1,43,M,45996.19,,26,41-45
C912,0,49,M,4798.63,SAL,34,46-50
C913,0,43,M,32235.53,SENP,44,41-45
C914,0,45,M,9580.65,SENP,23,41-45
C915,0,27,M,250254.24,PROF,2,26-30
C916,0,50,M,92012.91,PROF,37,46-50
C917,1,42,M,144370.25,,15,41-45
C918,1,33,M,183922.47,SELF-EMP,25,31-35
C919,1,39,M,6134.9,,10,36-40
C920,1,33,M,8978.56,PROF,20,31-35
C921,0,50,M,692.93,SENP,24,46-50
C922,0,52,M,6132.77,SAL,0,>50
C923,0,51,M,72272.9,SENP,35,>50
C924,0,33,M,29680.73,SENP,1,31-35
C925,0,32,M,3328.83,SAL,0,31-35
C926,0,34,M,42043.28,SAL,23,31-35
C927,0,34,M,18784.62,SAL,6,31-35
C928,0,32,M,70937.84,PROF,17,31-35
C929,0,50,M,16197.16,SAL,41,46-50
C930,0,34,M,3987.65,SENP,32,31-35
C931,0,33,M,26488.18,PROF,22,31-35
C932,0,26,M,10194.64,PROF,48,26-30
C933,0,34,M,11775.42,PROF,26,31-35
C934,0,22,M,665774.53,SAL,9,<25
C935,0,54,M,33585.57,SAL,37,>50
C936,0,37,M,87616.37,PROF,37,36-40
C937,0,44,M,7195.92,SENP,24,41-45
C938,0,34,M,120502.19,SENP,40,31-35
C939,0,30,M,12533.05,SENP,5,26-30
C940,0,29,M,180726.32,SENP,31,26-30
C941,0,48,M,3372.08,SAL,14,46-50
C942,0,48,M,23604.63,PROF,49,46-50
C943,0,26,M,964.78,PROF,4,26-30
C944,0,28,M,52516.53,PROF,50,26-30
C945,0,36,M,50311.18,SAL,45,36-40
C946,0,32,M,5960.22,PROF,5,31-35
C947,0,29,M,41173.55,SAL,43,26-30
C948,0,32,M,193913.85,SAL,33,31-35
C949,0,55,M,204587.03,SAL,46,>50
C950,0,51,M,98921.16,PROF,0,>50
C951,1,52,M,21257.25,PROF,39,>50
C952,0,47,M,207.6,PROF,20,46-50
C953,0,40,M,9482.74,SENP,18,36-40
C954,0,49,M,32450.94,PROF,32,46-50
C955,0,34,M,25302.15,SAL,30,31-35
C956,0,54,M,28480.28,SENP,4,>50
C957,1,24,M,5362.26,,14,<25
C958,1,48,M,10841.2,,19,46-50
C959,1,26,M,775083.31,,8,26-30
C960,1,53,M,33195.52,SAL,25,>50
C961,0,52,M,69120.22,PROF,17,>50
C962,0,35,M,6930.73,PROF,2,31-35
C963,0,54,M,66839.69,SAL,29,>50
C964,0,49,M,15163.1,SAL,14,46-50
C965,0,47,M,7242.29,PROF,0,46-50
C966,0,27,M,33369.21,SAL,10,26-30
C967,0,53,M,27769.87,SAL,32,>50
C968,0,53,M,36673.12,SAL,5,>50
C969,0,55,M,13267.43,SAL,3,>50
C970,0,27,M,28705.24,SAL,27,26-30
C971,0,30,M,294449.99,SAL,46,26-30
C972,0,39,M,34048.59,SAL,0,36-40
C973,0,38,M,26147.36,SAL,2,36-40
C974,0,55,M,107772.14,PROF,9,>50
C975,0,50,M,4591.83,SAL,39,46-50
C976,0,38,M,57216.15,SAL,31,36-40
C977,0,50,M,12583.9,PROF,2,46-50
C978,0,51,M,58564.42,PROF,23,>50
C979,0,27,M,75408.75,PROF,40,26-30
C980,0,46,M,48756.65,PROF,31,46-50
C981,0,27,M,116521.47,PROF,6,26-30
C982,0,23,M,185612.1,SAL,10,<25
C983,0,23,M,187378.24,SAL,32,<25
C984,0,43,M,25694.6,PROF,20,41-45
C985,0,26,M,20983.76,PROF,15,26-30
C986,0,23,M,16777.71,PROF,14,<25
C987,0,32,M,50147.3,SAL,8,31-35
C988,0,33,M,6645.64,PROF,6,31-35
C989,0,32,M,26905.92,PROF,47,31-35
C990,1,28,M,479.69,,36,26-30
C991,0,46,M,2370.15,SAL,7,46-50
C992,0,28,M,18039.77,SAL,28,26-30
C993,0,33,M,13365.44,PROF,24,31-35
C994,0,41,M,6570.76,SAL,30,41-45
C995,0,52,M,44828.68,SAL,37,>50
C996,0,37,M,11866.1,SAL,9,36-40
C997,1,49,M,13075.07,PROF,14,46-50
C998,1,45,M,0.66,SAL,27,41-45
C999,1,39,M,35670.07,PROF,15,36-40
C1000,0,49,M,10558.81,SAL,23,46-50
C1001,0,53,M,134466.62,PROF,43,>50
C1002,0,44,M,14055.24,PROF,37,41-45
C1003,0,34,M,12365.65,SAL,21,31-35
C1004,0,33,M,10918.16,PROF,50,31-35
C1005,0,45,M,88173.76,PROF,49,41-45
C1006,0,45,M,39115.88,PROF,25,41-45
C1007,0,48,M,66365.59,PROF,6,46-50
C1008,0,39,M,97264.67,PROF,17,36-40
C1009,0,26,M,919.74,PROF,38,26-30
C1010,0,48,M,45233.04,PROF,34,46-50
C1011,0,51,M,49050.35,SAL,31,>50
C1012,0,33,M,18465.89,SAL,45,31-35
C1013,0,29,M,32980.8,SAL,14,26-30
C1014,0,36,M,9423.58,PROF,12,36-40
C1015,0,52,M,96824.13,PROF,32,>50
C1016,0,41,M,7393.71,SAL,14,41-45
C1017,0,37,M,4241.31,SAL,49,36-40
C1018,0,47,M,24558.62,PROF,38,46-50
C1019,0,37,M,34902.92,PROF,21,36-40
C1020,0,42,M,2097.14,PROF,47,41-45
C1021,0,36,M,13849.86,SAL,21,36-40
C1022,0,41,M,7479.18,SELF-EMP,39,41-45
C1023,0,37,M,33815.49,SELF-EMP,42,36-40
C1024,0,39,M,26949.26,PROF,40,36-40
C1025,0,52,M,7659.96,PROF,43,>50
C1026,0,25,M,18122.33,SAL,26,<25
C1027,0,30,M,13602.39,PROF,8,26-30
C1028,0,51,M,3302.22,SELF-EMP,18,>50
C1029,1,51,M,49420.08,PROF,15,>50
C1030,0,29,M,4052.56,SELF-EMP,25,26-30
C1031,0,35,M,620326.76,SAL,23,31-35
C1032,0,51,M,32145.27,SAL,18,>50
C1033,0,43,M,16525.71,PROF,2,41-45
C1034,0,49,M,5653.85,SAL,43,46-50
C1035,1,34,M,4150.04,SAL,14,31-35
C1036,1,47,M,35593.81,SELF-EMP,39,46-50
C1037,1,45,M,206177.67,,13,41-45
C1038,1,36,M,758.85,,9,36-40
C1039,0,33,M,78174.7,PROF,31,31-35
C1040,0,54,M,50338.79,PROF,12,>50
C1041,0,25,M,34926.66,PROF,13,<25
C1042,0,31,M,9264.38,SAL,43,31-35
C1043,0,33,M,63341.19,SAL,42,31-35
C1044,0,28,M,55569.49,PROF,10,26-30
C1045,0,32,M,14598.55,PROF,49,31-35
C1046,0,35,M,44523.14,SELF-EMP,4,31-35
C1047,0,49,M,8419.38,PROF,15,46-50
C1048,0,50,M,107270.22,SAL,11,46-50
C1049,0,31,M,74824.91,PROF,1,31-35
C1050,0,43,M,13890.87,SAL,39,41-45
C1051,0,38,M,206900.35,SAL,17,36-40
C1052,0,50,M,49617.86,SELF-EMP,29,46-50
C1053,0,42,M,212878.83,PROF,9,41-45
C1054,0,28,M,13901.78,PROF,19,26-30
C1055,0,47,M,3591.12,PROF,26,46-50
C1056,0,32,M,15247.96,PROF,12,31-35
C1057,0,36,M,4631.08,PROF,18,36-40
C1058,0,51,M,100804.75,SAL,35,>50
C1059,0,49,M,133374.05,SAL,21,46-50
C1060,0,44,M,209130.99,SAL,14,41-45
C1061,0,55,M,35597.72,PROF,22,>50
C1062,0,50,M,38224.47,PROF,42,46-50
C1063,0,28,M,1757.5,PROF,17,26-30
C1064,0,36,M,7969.54,PROF,33,36-40
C1065,0,41,M,18499.23,PROF,1,41-45
C1066,0,33,M,136651.93,SAL,23,31-35
C1067,0,53,M,111723.75,PROF,28,>50
C1068,0,53,M,29053.38,SAL,40,>50
C1069,1,49,M,44429.85,,1,46-50
C1070,0,49,M,7856.51,SAL,25,46-50
C1071,0,27,M,6723.61,PROF,11,26-30
C1072,0,33,M,156504.39,SAL,39,31-35
C1073,0,49,M,1172.25,PROF,11,46-50
C1074,0,49,M,18589.64,PROF,38,46-50
C1075,1,47,M,106154.65,SELF-EMP,13,46-50
C1076,1,30,M,9363.5,,11,26-30
C1077,1,39,M,7758.41,SELF-EMP,12,36-40
C1078,1,53,M,250904.83,PROF,34,>50
C1079,0,42,M,41331.86,SAL,31,41-45
C1080,0,32,M,2885.8,SAL,10,31-35
C1081,0,35,M,365005.27,PROF,19,31-35
C1082,0,30,M,119822.64,SAL,8,26-30
C1083,0,52,M,7693.7,SAL,32,>50
C1084,0,28,M,8974.86,PROF,46,26-30
C1085,0,45,M,112400.14,PROF,7,41-45
C1086,0,26,M,22432,SAL,0,26-30
C1087,0,54,M,35866.52,SAL,43,>50
C1088,0,41,M,46461.25,SAL,40,41-45
C1089,0,53,M,20404.66,SAL,14,>50
C1090,0,33,M,6671.91,SAL,3,31-35
C1091,0,45,M,5353.81,SELF-EMP,14,41-45
C1092,0,55,M,43261.33,SELF-EMP,24,>50
C1093,0,36,M,7397.5,SAL,26,36-40
C1094,0,40,M,8520.38,SAL,14,36-40
C1095,0,40,M,347053.5,SAL,10,36-40
C1096,0,52,M,179258.02,SAL,37,>50
C1097,0,42,M,307948.59,PROF,38,41-45
C1098,0,35,M,227916.24,SAL,37,31-35
C1099,0,34,M,18061.91,PROF,22,31-35
C1100,0,51,M,10626.94,PROF,33,>50
C1101,0,29,M,89964.88,PROF,14,26-30
C1102,0,45,M,63081,PROF,2,41-45
C1103,0,47,M,14329.03,PROF,32,46-50
C1104,0,55,M,43277,PROF,22,>50
C1105,0,49,M,201290.6,PROF,17,46-50
C1106,0,27,M,6693.38,PROF,7,26-30
C1107,0,53,M,201076.09,SAL,40,>50
C1108,1,39,M,4499.66,PROF,11,36-40
C1109,0,46,M,113920.9,SELF-EMP,28,46-50
C1110,0,41,M,26947.03,SAL,2,41-45
C1111,0,31,M,85581.84,PROF,26,31-35
C1112,0,43,M,70245.65,PROF,46,41-45
C1113,0,49,M,12216.08,PROF,23,46-50
C1114,1,31,M,361457.49,,32,31-35
C1115,1,40,M,49764.16,PROF,14,36-40
C1116,1,50,M,96863.95,SAL,32,46-50
C1117,1,35,M,52595.77,SELF-EMP,12,31-35
C1118,0,35,M,49439.09,SAL,11,31-35
C1119,0,46,M,46503.13,SAL,33,46-50
C1120,0,52,M,25500.22,PROF,12,>50
C1121,0,46,M,42842.35,SAL,27,46-50
C1122,0,45,M,8347.88,PROF,49,41-45
C1123,0,47,M,44548.3,SAL,27,46-50
C1124,0,53,M,141020.31,PROF,33,>50
C1125,0,30,M,123149.03,PROF,34,26-30
C1126,0,43,M,28491.64,PROF,42,41-45
C1127,0,55,M,27181.4,SAL,13,>50
C1128,0,29,M,122495.7,SAL,37,26-30
C1129,0,53,M,41757.71,PROF,8,>50
C1130,0,28,M,22996.17,SAL,3,26-30
C1131,0,42,M,2301.4,PROF,13,41-45
C1132,0,34,M,9266.28,SAL,0,31-35
C1133,0,31,M,43241.32,PROF,21,31-35
C1134,0,44,M,27644.61,PROF,29,41-45
C1135,0,36,M,191967.04,PROF,12,36-40
C1136,0,34,M,139357.63,SAL,7,31-35
C1137,0,51,M,40290.79,SAL,24,>50
C1138,0,38,M,8106.23,SAL,42,36-40
C1139,0,55,M,7376.76,SAL,18,>50
C1140,0,30,M,215601.6,SAL,12,26-30
