"Cust_ID","Target","Age","Gender","Balance","Occupation","No_OF_CR_TXNS","AGE_BKT","SCR","Holding_Period"
"C10374",0,50,"M",178674.59,"SELF-EMP",26,"46-50",795,8
"C10375",0,36,"M",7102.01,"PROF",33,"36-40",910,10
"C10376",0,55,"M",1965.25,"SELF-EMP",1,">50",964,9
"C10377",0,45,"M",5238.15,"SELF-EMP",22,"41-45",660,16
"C10378",0,51,"M",346418.51,"SAL",39,">50",708,13
"C10379",0,48,"M",74984.51,"SELF-EMP",45,"46-50",995,7
"C1038",1,36,"M",758.85,"",9,"36-40",823,3
"C10380",1,44,"M",32498.49,"SELF-EMP",16,"41-45",917,7
"C10381",0,41,"M",37083.3,"SELF-EMP",9,"41-45",294,27
"C10382",0,47,"M",11576.42,"SELF-EMP",37,"46-50",422,20
"C10383",0,41,"M",1959.19,"SELF-EMP",10,"41-45",714,4
"C10384",0,28,"M",22972.64,"SELF-EMP",2,"26-30",953,4
"C10385",0,49,"M",4461.53,"SELF-EMP",25,"46-50",982,3
"C10386",0,30,"M",3800.64,"SELF-EMP",2,"26-30",554,7
"C10387",0,32,"M",93217.74,"SELF-EMP",28,"31-35",312,28
"C10388",0,35,"M",495989.12,"SAL",22,"31-35",841,3
"C10389",0,23,"M",649066.6,"PROF",19,"<25",652,20
"C1039",0,33,"M",78174.7,"PROF",31,"31-35",852,5
"C10390",1,41,"M",14302.55,"PROF",18,"41-45",371,17
"C10391",0,44,"M",7606.13,"SAL",14,"41-45",218,10
"C10392",0,22,"M",593147.47,"SAL",23,"<25",604,26
"C10393",0,28,"M",13617.84,"SAL",46,"26-30",132,18
"C10394",0,23,"M",25553.6,"SELF-EMP",21,"<25",810,28
"C10395",0,43,"M",696414.21,"SAL",50,"41-45",621,14
"C10396",0,35,"M",4263.17,"SAL",49,"31-35",436,27
"C10397",1,45,"M",9993.55,"PROF",10,"41-45",923,8
"C10398",0,28,"M",44468.81,"SELF-EMP",11,"26-30",321,4
"C10399",0,39,"M",1532.76,"PROF",17,"36-40",106,15
"C104",0,41,"F",212521.94,"PROF",39,"41-45",485,15
"C1040",0,54,"M",50338.79,"PROF",12,">50",416,16
"C10400",0,44,"M",4137.54,"PROF",37,"41-45",886,17
"C10401",0,51,"M",20078.89,"PROF",1,">50",583,10
"C10402",0,46,"M",56027.2,"SAL",4,"46-50",155,21
"C10403",1,22,"M",6593.97,"SELF-EMP",2,"<25",601,23
"C10404",1,39,"M",232184.16,"SELF-EMP",45,"36-40",753,8
"C10405",1,46,"M",32381.56,"SELF-EMP",21,"46-50",822,9
"C10406",1,44,"M",32362.25,"SELF-EMP",7,"41-45",709,17
"C10407",0,44,"M",232867.2,"SAL",2,"41-45",484,1
"C10408",0,43,"M",8569.86,"SAL",21,"41-45",491,9
"C10409",0,52,"M",29164.43,"SAL",45,">50",803,28
"C1041",0,25,"M",34926.66,"PROF",13,"<25",896,25
"C10410",0,23,"M",2340.57,"SAL",28,"<25",487,7
"C10411",0,42,"M",303205.19,"SAL",2,"41-45",504,13
"C10412",0,54,"M",175795.9,"SELF-EMP",36,">50",621,11
"C10413",0,30,"M",22554.63,"PROF",1,"26-30",563,31
"C10414",0,55,"M",11511.47,"SAL",35,">50",678,27
"C10415",0,42,"M",20179.21,"SAL",50,"41-45",466,3
"C10416",0,47,"M",7770.75,"SAL",9,"46-50",558,13
"C10417",1,46,"M",1120.03,"SELF-EMP",18,"46-50",836,17
"C10418",0,42,"M",135739.74,"SAL",46,"41-45",973,29
"C10419",1,32,"M",9934.34,"SELF-EMP",19,"31-35",943,5
"C1042",0,31,"M",9264.38,"SAL",43,"31-35",513,23
"C10420",0,30,"M",5026.88,"SAL",7,"26-30",964,16
"C10421",0,27,"M",6361.43,"SAL",17,"26-30",174,5
"C10422",0,25,"M",83964.83,"SAL",12,"<25",543,21
"C10423",0,25,"M",4480.59,"SAL",46,"<25",361,30
"C10424",0,41,"M",76184.75,"SAL",39,"41-45",170,12
"C10425",0,41,"M",1199.35,"SELF-EMP",36,"41-45",103,12
"C10426",1,41,"M",867.54,"PROF",17,"41-45",611,4
"C10427",0,54,"M",515.47,"SAL",42,">50",610,13
"C10428",0,48,"M",73228.23,"SAL",43,"46-50",389,5
"C10429",0,55,"M",17927.76,"SAL",50,">50",561,24
"C1043",0,33,"M",63341.19,"SAL",42,"31-35",908,26
"C10430",0,41,"M",3719.09,"SAL",50,"41-45",359,23
"C10431",0,36,"M",1306.91,"SAL",17,"36-40",308,4
"C10432",0,26,"M",450.2,"SAL",43,"26-30",143,22
"C10433",0,37,"M",64331.68,"SAL",11,"36-40",940,0
"C10434",0,45,"M",169578.63,"SAL",14,"41-45",368,31
"C10435",0,26,"M",742337.3,"SAL",44,"26-30",866,18
"C10436",1,27,"M",35439.09,"SELF-EMP",11,"26-30",884,2
"C10437",0,25,"M",9309.51,"SAL",29,"<25",713,12
"C10438",0,30,"M",5026.64,"SAL",48,"26-30",788,4
"C10439",0,48,"M",4751.54,"SAL",25,"46-50",566,31
"C1044",0,28,"M",55569.49,"PROF",10,"26-30",430,14
"C10440",0,28,"M",803.43,"SAL",49,"26-30",689,7
"C10441",0,27,"M",260.75,"SAL",26,"26-30",725,28
"C10442",0,24,"M",98616.93,"SAL",2,"<25",659,29
"C10443",1,41,"M",107276.22,"PROF",50,"41-45",335,4
"C10444",1,36,"M",23890.06,"SELF-EMP",35,"36-40",758,5
"C10445",1,33,"M",8233.01,"SELF-EMP",44,"31-35",923,17
"C10446",0,38,"M",3663.66,"SAL",30,"36-40",686,26
"C10447",0,47,"M",2715.25,"SAL",32,"46-50",205,18
"C10448",0,44,"M",26811.88,"PROF",7,"41-45",119,7
"C10449",0,32,"M",4154.73,"SAL",50,"31-35",213,1
"C1045",0,32,"M",14598.55,"PROF",49,"31-35",144,15
"C10450",0,25,"M",3237.44,"SELF-EMP",4,"<25",419,21
"C10451",0,28,"M",1496.19,"SELF-EMP",50,"26-30",342,21
"C10452",0,31,"M",5030.24,"SAL",12,"31-35",385,3
"C10453",1,42,"M",10194.81,"SELF-EMP",18,"41-45",313,16
"C10454",0,29,"M",2492.38,"SELF-EMP",8,"26-30",312,19
"C10455",0,39,"M",11675.68,"SAL",2,"36-40",974,8
"C10456",0,32,"M",7708.1,"SAL",24,"31-35",844,17
"C10457",0,27,"M",78544.66,"SELF-EMP",4,"26-30",245,21
"C10458",0,27,"M",332256.5,"SAL",6,"26-30",594,6
"C10459",0,32,"M",70655.53,"PROF",33,"31-35",724,27
"C1046",0,35,"M",44523.14,"SELF-EMP",4,"31-35",277,6
"C10460",0,53,"M",10930.45,"SAL",34,">50",810,15
"C10461",0,52,"M",5383.42,"SAL",11,">50",138,16
"C10462",0,43,"M",208758.88,"SELF-EMP",38,"41-45",708,10
"C10463",0,41,"M",228525.66,"SAL",2,"41-45",827,20
"C10464",0,49,"M",5037.47,"PROF",10,"46-50",620,27
"C10465",0,49,"M",30222.18,"SAL",45,"46-50",845,14
"C10466",0,37,"M",1216.41,"SAL",2,"36-40",524,7
"C10467",0,53,"M",418.99,"SAL",9,">50",507,28
"C10468",0,52,"M",4207.22,"SELF-EMP",25,">50",926,12
"C10469",0,38,"M",2369.83,"SAL",35,"36-40",194,4
"C1047",0,49,"M",8419.38,"PROF",15,"46-50",272,28
"C10470",0,33,"M",2466.06,"SAL",37,"31-35",259,26
"C10471",0,54,"M",3370.14,"PROF",15,">50",993,20
"C10472",0,42,"M",1734.22,"PROF",6,"41-45",985,3
"C10473",0,53,"M",8235.06,"SAL",26,">50",405,4
"C10474",0,28,"M",3717.52,"SAL",3,"26-30",344,10
"C10475",1,44,"M",100025.37,"SELF-EMP",6,"41-45",379,13
"C10476",0,39,"M",3829.66,"SELF-EMP",6,"36-40",582,18
"C10477",0,41,"M",4831.06,"SAL",17,"41-45",213,29
"C10478",0,43,"M",1341.1,"SELF-EMP",17,"41-45",885,23
"C10479",0,44,"M",937.11,"SAL",39,"41-45",215,24
"C1048",0,50,"M",107270.22,"SAL",11,"46-50",914,30
"C10480",0,51,"M",10045.24,"SAL",39,">50",986,11
"C10481",1,35,"M",23524.52,"PROF",37,"31-35",583,13
"C10482",1,54,"M",12740.89,"SELF-EMP",7,">50",833,5
"C10483",1,43,"M",5524.84,"SELF-EMP",23,"41-45",403,0
"C10484",1,44,"M",10791.71,"SELF-EMP",17,"41-45",769,1
"C10485",0,53,"M",24879.9,"SAL",48,">50",149,6
"C10486",0,34,"M",10641.47,"SAL",8,"31-35",457,0
"C10487",0,54,"M",39999.82,"SAL",21,">50",815,11
"C10488",0,40,"M",30692.94,"SAL",8,"36-40",885,8
"C10489",0,28,"M",19149.32,"SAL",45,"26-30",821,28
"C1049",0,31,"M",74824.91,"PROF",1,"31-35",207,3
"C10490",0,42,"M",2807.97,"SAL",34,"41-45",388,17
"C10491",0,47,"M",6373.16,"SAL",49,"46-50",720,7
"C10492",0,28,"M",3151.32,"SAL",16,"26-30",137,30
"C10493",0,55,"M",1348.91,"SAL",34,">50",645,31
"C10494",0,42,"M",4580.6,"SAL",24,"41-45",397,15
"C10495",0,46,"M",9674.72,"SAL",6,"46-50",277,17
"C10496",0,54,"M",2232.53,"SAL",33,">50",121,5
"C10497",0,41,"M",2650.65,"SAL",31,"41-45",397,28
"C10498",0,49,"M",11569.61,"SAL",6,"46-50",100,23
"C10499",0,43,"M",8052.34,"SAL",45,"41-45",476,19
"C105",0,32,"F",7711.68,"PROF",36,"31-35",772,1
"C1050",0,43,"M",13890.87,"SAL",39,"41-45",399,30
"C10500",0,50,"M",7523.88,"SAL",42,"46-50",685,23
"C10501",0,37,"M",3307.97,"PROF",28,"36-40",295,4
"C10502",0,38,"M",522.62,"SAL",46,"36-40",912,21
"C10503",1,38,"M",1569.9,"SELF-EMP",19,"36-40",954,31
"C10504",0,55,"M",811.59,"PROF",30,">50",118,24
"C10505",0,29,"M",24393.36,"SAL",31,"26-30",432,28
"C10506",0,46,"M",4418.08,"SAL",18,"46-50",514,8
"C10507",0,38,"M",20704.61,"SAL",41,"36-40",658,5
"C10508",0,51,"M",40040.86,"SELF-EMP",28,">50",632,16
"C10509",0,25,"M",4195.73,"SAL",23,"<25",864,17
"C1051",0,38,"M",206900.35,"SAL",17,"36-40",238,15
"C10510",0,25,"M",664452,"SAL",44,"<25",410,30
"C10511",0,39,"M",1544.72,"SAL",12,"36-40",456,21
"C10512",0,31,"M",71384.7,"SAL",40,"31-35",802,19
"C10513",0,55,"M",7156.62,"PROF",5,">50",219,9
"C10514",0,52,"M",2623.58,"SAL",9,">50",793,20
"C10515",1,41,"M",5455.71,"SELF-EMP",15,"41-45",619,30
"C10516",0,53,"M",6971.03,"PROF",29,">50",946,0
"C10517",0,54,"M",1225.51,"SAL",46,">50",548,13
"C10518",0,41,"M",9472.03,"SAL",10,"41-45",784,30
"C10519",0,40,"M",5891.63,"PROF",6,"36-40",309,7
"C1052",0,50,"M",49617.86,"SELF-EMP",29,"46-50",333,27
"C10520",0,41,"M",291.76,"PROF",15,"41-45",430,27
"C10521",1,39,"M",34177.3,"SELF-EMP",45,"36-40",621,1
"C10522",1,30,"M",57569.66,"",8,"26-30",662,29
"C10523",1,38,"M",14419.75,"",20,"36-40",376,3
"C10524",1,43,"M",3844.5,"",38,"41-45",350,17
"C10525",0,34,"M",6554.65,"SAL",14,"31-35",443,15
"C10526",0,43,"M",6261.98,"SAL",29,"41-45",923,31
"C10527",0,36,"M",5527.86,"PROF",1,"36-40",874,7
"C10528",0,54,"M",15578.44,"PROF",0,">50",106,19
"C10529",0,41,"M",5424.36,"PROF",9,"41-45",930,11
"C1053",0,42,"M",212878.83,"PROF",9,"41-45",709,14
"C10530",0,36,"M",8716.29,"SELF-EMP",35,"36-40",207,25
"C10531",0,50,"M",1967.74,"SAL",36,"46-50",485,28
"C10532",0,28,"M",2793.3,"SAL",19,"26-30",692,5
"C10533",0,25,"M",204228.32,"SAL",39,"<25",587,17
"C10534",0,25,"M",119885.76,"PROF",11,"<25",346,9
"C10535",0,53,"M",5392.73,"SELF-EMP",7,">50",723,25
"C10536",0,49,"M",2687.17,"PROF",4,"46-50",118,15
"C10537",0,47,"M",8984.31,"SAL",15,"46-50",202,2
"C10538",0,41,"M",7026.4,"SAL",6,"41-45",897,2
"C10539",0,30,"M",116887.5,"SAL",24,"26-30",352,18
"C1054",0,28,"M",13901.78,"PROF",19,"26-30",448,11
"C10540",0,52,"M",7661.55,"SAL",41,">50",779,22
"C10541",0,42,"M",28996.04,"PROF",25,"41-45",939,23
"C10542",0,39,"M",8708.64,"SAL",13,"36-40",545,15
"C10543",0,26,"M",2671.58,"PROF",2,"26-30",323,30
"C10544",0,38,"M",0,"SELF-EMP",13,"36-40",839,9
"C10545",0,40,"M",5594.29,"SAL",22,"36-40",676,19
"C10546",0,51,"M",4906.58,"SAL",22,">50",195,21
"C10547",0,48,"M",8645.55,"SAL",0,"46-50",920,15
"C10548",0,47,"M",12765.45,"SAL",50,"46-50",580,23
"C10549",0,42,"M",2351.56,"SELF-EMP",29,"41-45",197,14
"C1055",0,47,"M",3591.12,"PROF",26,"46-50",667,21
"C10550",0,46,"M",10748.59,"SAL",45,"46-50",306,20
"C10551",0,52,"M",5033.61,"SAL",2,">50",774,25
"C10552",0,35,"M",5201.09,"PROF",3,"31-35",261,24
"C10553",0,44,"M",121.44,"SAL",41,"41-45",265,0
"C10554",0,41,"M",6409.92,"SAL",29,"41-45",317,13
"C10555",1,41,"M",16436.1,"PROF",50,"41-45",516,1
"C10556",0,51,"M",16959.52,"PROF",25,">50",914,15
"C10557",0,31,"M",2168.07,"SELF-EMP",26,"31-35",677,8
"C10558",0,45,"M",3807.8,"SELF-EMP",26,"41-45",835,7
"C10559",0,52,"M",448.25,"SAL",50,">50",701,5
"C1056",0,32,"M",15247.96,"PROF",12,"31-35",378,31
"C10560",0,21,"M",87586.26,"SAL",43,"<25",842,23
"C10561",1,37,"M",3813.85,"SELF-EMP",4,"36-40",914,14
"C10562",1,42,"M",9624.26,"SELF-EMP",22,"41-45",787,31
"C10563",1,41,"M",1430.53,"SELF-EMP",48,"41-45",341,13
"C10564",1,36,"M",13058.8,"SELF-EMP",18,"36-40",954,1
"C10565",0,48,"M",11770.31,"PROF",13,"46-50",292,12
"C10566",0,54,"M",8654.02,"SAL",21,">50",101,13
"C10567",0,33,"M",4019.2,"SAL",25,"31-35",302,24
"C10568",1,43,"M",12301.33,"SELF-EMP",20,"41-45",985,21
"C10569",0,47,"M",21094.92,"SELF-EMP",47,"46-50",185,31
"C1057",0,36,"M",4631.08,"PROF",18,"36-40",541,15
"C10570",0,27,"M",504.69,"SELF-EMP",38,"26-30",354,13
"C10571",0,29,"M",116519.6,"SELF-EMP",0,"26-30",376,16
"C10572",0,42,"M",2053.66,"SAL",42,"41-45",616,15
"C10573",0,25,"M",1010.64,"PROF",25,"<25",611,29
"C10574",0,36,"M",2582.72,"PROF",2,"36-40",781,4
"C10575",0,41,"M",410.82,"SAL",14,"41-45",754,9
"C10576",0,39,"M",4089.3,"SAL",28,"36-40",487,6
"C10577",0,51,"M",22536.65,"PROF",13,">50",659,23
"C10578",0,48,"M",14924.01,"SELF-EMP",31,"46-50",177,23
"C10579",0,37,"M",707.44,"PROF",37,"36-40",281,1
"C1058",0,51,"M",100804.75,"SAL",35,">50",186,19
"C10580",0,44,"M",12691.28,"SAL",43,"41-45",507,26
"C10581",0,41,"M",3373.31,"SAL",18,"41-45",427,31
"C10582",0,35,"M",1705.89,"SAL",9,"31-35",986,28
"C10583",0,34,"M",4319.09,"SAL",12,"31-35",734,8
"C10584",0,48,"M",13330.57,"SELF-EMP",30,"46-50",702,8
"C10585",0,36,"M",5682.42,"SAL",46,"36-40",895,24
"C10586",0,37,"M",2315.12,"PROF",3,"36-40",164,28
"C10587",0,42,"M",4936.43,"SELF-EMP",32,"41-45",920,11
"C10588",0,39,"M",7544.06,"SAL",23,"36-40",923,11
"C10589",0,50,"M",11606.63,"PROF",12,"46-50",424,12
"C1059",0,49,"M",133374.05,"SAL",21,"46-50",175,2
"C10590",0,47,"M",5120.64,"SAL",22,"46-50",919,28
"C10591",0,52,"M",29571.89,"SAL",18,">50",423,14
"C10592",0,40,"M",3933.75,"SELF-EMP",12,"36-40",508,10
"C10593",0,48,"M",2691.63,"PROF",9,"46-50",186,5
"C10594",0,45,"M",4433.8,"SAL",22,"41-45",392,11
"C10595",1,44,"M",2415.59,"SELF-EMP",18,"41-45",908,16
"C10596",0,50,"M",19642.67,"SAL",36,"46-50",157,13
"C10597",0,54,"M",7552.51,"SAL",36,">50",415,22
"C10598",0,43,"M",12075.2,"PROF",23,"41-45",526,2
"C10599",0,44,"M",10941.51,"SAL",14,"41-45",886,14
"C106",0,49,"F",194768.49,"PROF",24,"46-50",184,0
"C1060",0,44,"M",209130.99,"SAL",14,"41-45",189,2
"C10600",0,54,"M",939.96,"SAL",14,">50",384,14
"C10601",1,40,"M",11807.7,"PROF",18,"36-40",735,15
"C10602",1,46,"M",5612.73,"SELF-EMP",24,"46-50",745,9
"C10603",1,45,"M",7666.07,"SELF-EMP",36,"41-45",543,5
"C10604",1,44,"M",3917.24,"SELF-EMP",37,"41-45",537,15
"C10605",0,52,"M",11895.41,"SELF-EMP",21,">50",472,5
"C10606",0,41,"M",3266.32,"SAL",18,"41-45",754,14
"C10607",0,31,"M",458.26,"SELF-EMP",10,"31-35",737,16
"C10608",0,34,"M",10504,"SELF-EMP",26,"31-35",198,30
"C10609",0,54,"M",842.37,"SAL",0,">50",806,21
"C1061",0,55,"M",35597.72,"PROF",22,">50",209,27
"C10610",0,30,"M",6168.2,"SAL",14,"26-30",964,12
"C10611",0,50,"M",4743,"SAL",21,"46-50",110,12
"C10612",0,32,"M",10868.31,"PROF",12,"31-35",739,13
"C10613",0,32,"M",3018.08,"SAL",19,"31-35",656,24
"C10614",0,49,"M",36872.78,"SELF-EMP",48,"46-50",408,6
"C10615",0,49,"M",7022.45,"SAL",21,"46-50",315,20
"C10616",0,36,"M",1771.2,"SELF-EMP",6,"36-40",583,11
"C10617",0,31,"M",6526.95,"SAL",39,"31-35",870,4
"C10618",0,55,"M",4284.69,"SAL",6,">50",701,2
"C10619",0,40,"M",6484.51,"SAL",3,"36-40",739,4
"C1062",0,50,"M",38224.47,"PROF",42,"46-50",449,22
"C10620",0,50,"M",2122.07,"SAL",20,"46-50",450,16
"C10621",0,47,"M",25417.28,"SAL",33,"46-50",212,10
"C10622",0,50,"M",7601.94,"SAL",38,"46-50",104,28
"C10623",0,47,"M",670.2,"SAL",7,"46-50",753,20
"C10624",0,45,"M",9947,"SAL",29,"41-45",352,18
"C10625",0,53,"M",14195.97,"SAL",41,">50",918,13
"C10626",0,36,"M",4850.74,"SAL",27,"36-40",178,29
"C10627",0,55,"M",40974.11,"SAL",15,">50",884,18
"C10628",0,45,"M",7575.6,"PROF",31,"41-45",854,20
"C10629",0,36,"M",4872.62,"PROF",12,"36-40",231,16
"C1063",0,28,"M",1757.5,"PROF",17,"26-30",679,26
"C10630",0,35,"M",3745.58,"SELF-EMP",13,"31-35",336,17
"C10631",0,38,"M",7053.22,"SAL",23,"36-40",238,14
"C10632",0,54,"M",11893.17,"PROF",44,">50",500,30
"C10633",0,45,"M",4795.67,"SAL",31,"41-45",667,6
"C10634",1,40,"F",292.84,"SELF-EMP",11,"36-40",750,21
"C10635",0,36,"F",6640.1,"SAL",34,"36-40",792,30
"C10636",0,51,"F",54949,"SAL",22,">50",218,22
"C10637",0,34,"F",824147.45,"SAL",48,"31-35",421,13
"C10638",0,32,"F",46328.69,"SAL",41,"31-35",284,25
"C10639",0,37,"F",16751.35,"SAL",34,"36-40",401,10
"C1064",0,36,"M",7969.54,"PROF",33,"36-40",794,23
"C10640",1,28,"F",11154.71,"SELF-EMP",3,"26-30",874,7
"C10641",1,35,"F",2387.45,"SAL",35,"31-35",415,7
"C10642",1,42,"F",6847.03,"SAL",43,"41-45",685,15
"C10643",1,45,"F",16186.1,"PROF",46,"41-45",941,6
"C10644",0,49,"F",1120.44,"SAL",43,"46-50",503,10
"C10645",0,52,"M",7634.49,"SELF-EMP",50,">50",131,26
"C10646",0,51,"M",3050.39,"SAL",17,">50",693,2
"C10647",0,40,"M",3530.56,"SAL",13,"36-40",474,22
"C10648",0,53,"M",1283.33,"SAL",7,">50",343,30
"C10649",0,46,"M",0,"PROF",23,"46-50",209,17
"C1065",0,41,"M",18499.23,"PROF",1,"41-45",803,19
"C10650",0,35,"M",0,"SAL",33,"31-35",899,16
"C10651",0,53,"M",12063.88,"PROF",32,">50",939,16
"C10652",0,46,"M",8625.44,"SELF-EMP",29,"46-50",520,22
"C10653",0,39,"M",1729.49,"SELF-EMP",5,"36-40",129,18
"C10654",0,31,"M",1385.02,"PROF",32,"31-35",648,7
"C10655",0,55,"M",10470.81,"SAL",31,">50",719,8
"C10656",0,40,"M",8721.19,"SELF-EMP",33,"36-40",420,23
"C10657",0,35,"M",3768.66,"SAL",50,"31-35",517,20
"C10658",0,36,"M",44756.53,"SAL",40,"36-40",579,25
"C10659",0,28,"M",4803.97,"SAL",13,"26-30",788,26
"C1066",0,33,"M",136651.93,"SAL",23,"31-35",470,15
"C10660",0,35,"M",274176.71,"SELF-EMP",37,"31-35",690,17
"C10661",0,52,"M",9760.44,"SELF-EMP",18,">50",277,21
"C10662",0,33,"M",201246.28,"SAL",43,"31-35",133,11
"C10663",0,47,"M",30551.4,"SELF-EMP",21,"46-50",464,30
"C10664",0,44,"M",9952.17,"SAL",29,"41-45",762,8
"C10665",0,46,"M",8626.06,"SELF-EMP",45,"46-50",881,28
"C10666",0,38,"M",6384.29,"SAL",24,"36-40",269,12
"C10667",0,54,"M",17062.58,"SAL",49,">50",956,4
"C10668",0,39,"M",3783.66,"SAL",3,"36-40",731,23
"C10669",0,28,"M",24326.68,"SAL",0,"26-30",253,26
"C1067",0,53,"M",111723.75,"PROF",28,">50",383,18
"C10670",0,54,"M",6447.96,"PROF",21,">50",978,19
"C10671",0,36,"M",2437.25,"SAL",39,"36-40",159,0
"C10672",0,49,"M",9356.63,"SAL",21,"46-50",508,3
"C10673",0,44,"M",934.06,"SAL",2,"41-45",676,18
"C10674",1,47,"M",114843.59,"SAL",45,"46-50",908,19
"C10675",0,47,"M",1581.9,"SAL",30,"46-50",317,0
"C10676",0,45,"M",5985.47,"PROF",42,"41-45",229,14
"C10677",0,30,"M",46451.58,"PROF",30,"26-30",244,26
"C10678",0,49,"M",6336.24,"PROF",38,"46-50",462,8
"C10679",0,52,"M",12085.28,"PROF",32,">50",391,22
"C1068",0,53,"M",29053.38,"SAL",40,">50",671,15
"C10680",0,53,"M",7156.93,"PROF",1,">50",345,7
"C10681",1,44,"M",6777.17,"PROF",44,"41-45",559,7
"C10682",1,36,"M",2651.72,"SAL",26,"36-40",835,9
"C10683",1,31,"M",46864.25,"SAL",8,"31-35",726,1
"C10684",0,40,"M",21410.29,"SAL",6,"36-40",793,12
"C10685",0,43,"M",83742.89,"PROF",34,"41-45",931,17
"C10686",0,35,"M",6949.98,"PROF",13,"31-35",146,23
"C10687",0,36,"M",13659.4,"SELF-EMP",37,"36-40",542,9
"C10688",0,51,"M",5430.57,"SAL",2,">50",733,26
"C10689",0,31,"M",136125.7,"SAL",39,"31-35",792,3
"C1069",1,49,"M",44429.85,"",1,"46-50",946,5
"C10690",0,24,"M",0,"PROF",49,"<25",329,18
"C10691",0,33,"M",39638.75,"SAL",0,"31-35",529,24
"C10692",0,37,"M",920.72,"SELF-EMP",7,"36-40",137,13
"C10693",0,49,"M",2080.07,"SAL",40,"46-50",443,8
"C10694",0,53,"M",7031.68,"PROF",21,">50",723,0
"C10695",0,43,"M",6284.74,"PROF",3,"41-45",106,6
"C10696",0,50,"M",190647.54,"SAL",5,"46-50",563,8
"C10697",0,43,"M",4518.7,"PROF",9,"41-45",654,13
"C10698",0,50,"M",7542.97,"SAL",25,"46-50",671,22
"C10699",0,42,"M",5051.7,"SELF-EMP",45,"41-45",700,4
"C107",0,49,"F",11564.93,"PROF",2,"46-50",559,12
"C1070",0,49,"M",7856.51,"SAL",25,"46-50",648,11
"C10700",0,52,"M",10436.96,"SELF-EMP",9,">50",529,13
"C10701",0,42,"M",22491.76,"PROF",50,"41-45",354,17
"C10702",0,46,"M",138774.04,"SAL",2,"46-50",106,31
"C10703",0,52,"M",6719.62,"SAL",38,">50",416,15
"C10704",0,46,"M",14562.94,"SAL",41,"46-50",204,27
"C10705",0,54,"M",197280.19,"PROF",4,">50",923,10
"C10706",0,30,"M",7316.52,"SAL",36,"26-30",243,4
"C10707",0,28,"M",116796.11,"SAL",34,"26-30",135,13
"C10708",0,52,"M",212.02,"SAL",6,">50",574,17
"C10709",0,45,"M",1438.42,"SAL",31,"41-45",661,25
"C1071",0,27,"M",6723.61,"PROF",11,"26-30",480,25
"C10710",0,50,"M",44705.36,"PROF",0,"46-50",749,23
"C10711",0,33,"M",42672.93,"PROF",19,"31-35",186,5
"C10712",0,36,"M",9624.26,"SAL",45,"36-40",148,8
"C10713",1,39,"M",29858.96,"SAL",12,"36-40",721,10
"C10714",0,55,"M",5182.45,"PROF",38,">50",455,17
"C10715",0,44,"M",17854.74,"SAL",32,"41-45",579,25
"C10716",0,40,"M",216643.64,"SAL",20,"36-40",227,20
"C10717",0,55,"M",4194.62,"SAL",46,">50",680,28
"C10718",0,48,"M",31453.14,"PROF",10,"46-50",920,1
"C10719",1,45,"M",1997.2,"SAL",30,"41-45",854,9
"C1072",0,33,"M",156504.39,"SAL",39,"31-35",169,29
"C10720",1,44,"M",1917.97,"PROF",11,"41-45",572,10
"C10721",1,36,"M",21115.98,"SAL",13,"36-40",382,16
"C10722",1,33,"M",11981.49,"SAL",27,"31-35",688,17
"C10723",0,43,"M",4231.84,"SAL",16,"41-45",726,24
"C10724",0,36,"M",6684.79,"SELF-EMP",22,"36-40",904,11
"C10725",0,45,"M",6759.53,"SAL",44,"41-45",746,25
"C10726",0,42,"M",1780.68,"PROF",34,"41-45",413,9
"C10727",0,51,"M",6545.79,"PROF",46,">50",865,27
"C10728",0,42,"M",57249.42,"SELF-EMP",40,"41-45",426,14
"C10729",0,34,"M",31221.83,"SAL",35,"31-35",247,18
"C1073",0,49,"M",1172.25,"PROF",11,"46-50",931,16
"C10730",0,44,"M",848.46,"PROF",12,"41-45",239,26
"C10731",0,55,"M",13964.62,"PROF",14,">50",258,25
"C10732",0,41,"M",10566.08,"SAL",40,"41-45",555,20
"C10733",0,51,"M",37970.99,"SAL",43,">50",618,28
"C10734",0,35,"M",68011.42,"SAL",27,"31-35",744,14
"C10735",0,55,"M",11534.62,"SAL",25,">50",254,0
"C10736",0,36,"M",6477.41,"PROF",21,"36-40",289,0
"C10737",0,49,"M",7711.6,"SAL",41,"46-50",867,4
"C10738",0,47,"M",10301.71,"SAL",19,"46-50",157,29
"C10739",0,53,"M",21110.13,"SAL",13,">50",629,29
"C1074",0,49,"M",18589.64,"PROF",38,"46-50",962,8
"C10740",0,45,"M",6300.82,"SELF-EMP",45,"41-45",312,16
"C10741",0,42,"M",6955.27,"SAL",1,"41-45",862,28
"C10742",0,42,"M",6449.21,"SAL",12,"41-45",598,14
"C10743",0,40,"M",122408.67,"SAL",45,"36-40",274,19
"C10744",0,49,"M",137657.03,"PROF",14,"46-50",920,26
"C10745",0,43,"M",1390.14,"PROF",18,"41-45",729,30
"C10746",0,45,"M",11652.37,"SAL",22,"41-45",872,4
"C10747",0,52,"M",6422.19,"SAL",8,">50",155,6
"C10748",0,38,"M",9158.51,"PROF",50,"36-40",204,14
"C10749",0,42,"M",12520.05,"SAL",44,"41-45",226,20
"C1075",1,47,"M",106154.65,"SELF-EMP",13,"46-50",912,5
